SIBS,DEGREE,PADEG,MADEG,SEX,MAJOR1,DIPGED,FAMILY16,PARBORN,GRANBORN,POLVIEWS,INCOME
1.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,30000
0.0,BACHELOR,JUNIOR COLLEGE,LT HIGH SCHOOL,MALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,22500
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,OTHER VOCATIONAL,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
6.0,GRADUATE,LT HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,30000
3.0,GRADUATE,HIGH SCHOOL,LT HIGH SCHOOL,MALE,Administrative Science/Public Administration,High School diploma,MOTHER & FATHER,FATHER ONLY,ALL IN U.S,CONSERVATIVE,60000
11.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,12500
2.0,JUNIOR COLLEGE,JUNIOR COLLEGE,BACHELOR,MALE,EDUCATION,High School diploma,FATHER & STPMOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
4.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,SOCIAL WORK,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,20000
1.0,GRADUATE,BACHELOR,HIGH SCHOOL,MALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,150000
5.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,20000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,MARKETING,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,40000
1.0,JUNIOR COLLEGE,LT HIGH SCHOOL,HIGH SCHOOL,FEMALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,22500
1.0,GRADUATE,BACHELOR,BACHELOR,MALE,Human Services/Human Resources,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,40000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,ENGINEERING,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,90000
1.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,MALE,CHEMISTRY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,75000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Educational administration,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
2.0,JUNIOR COLLEGE,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,40000
7.0,JUNIOR COLLEGE,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,GED,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,22500
2.0,BACHELOR,LT HIGH SCHOOL,JUNIOR COLLEGE,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,150000
7.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,SOCIOLOGY,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,25000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,MODERATE,22500
4.0,JUNIOR COLLEGE,LT HIGH SCHOOL,GRADUATE,MALE,BUSINESS ADMINISTRATION,High School diploma,OTHER,BOTH IN U.S,1.0,MODERATE,40000
2.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,MALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,35000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,FATHER,NEITHER IN U.S,4.0,LIBERAL,17500
6.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,FOREIGN LANGUAGE,High School diploma,MOTHER,MOTHER ONLY,2.0,MODERATE,50000
1.0,GRADUATE,GRADUATE,GRADUATE,FEMALE,OTHER,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,30000
1.0,GRADUATE,BACHELOR,HIGH SCHOOL,MALE,PHYSICS,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,EXTREMELY LIBERAL,50000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,LAW,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,MODERATE,170000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,4.0,EXTREMELY LIBERAL,40000
1.0,GRADUATE,BACHELOR,HIGH SCHOOL,FEMALE,MATHMATICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,MODERATE,22500
1.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER & STPFATHER,FATHER ONLY,2.0,SLIGHTLY LIBERAL,40000
2.0,GRADUATE,GRADUATE,GRADUATE,FEMALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,EXTREMELY LIBERAL,50000
1.0,GRADUATE,GRADUATE,GRADUATE,FEMALE,Educational administration,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,EXTREMELY LIBERAL,60000
0.0,JUNIOR COLLEGE,LT HIGH SCHOOL,LT HIGH SCHOOL,MALE,LIBERAL ARTS,GED,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,150000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Food Science/Nutrition/Culinary Arts,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,60000
2.0,BACHELOR,BACHELOR,JUNIOR COLLEGE,MALE,HISTORY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,110000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,50000
6.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,75000
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,GEOGRAPHY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,130000
2.0,BACHELOR,GRADUATE,BACHELOR,MALE,ARCHITECTURE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,6000
2.0,GRADUATE,BACHELOR,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,8000
0.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,60000
3.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,130000
1.0,BACHELOR,BACHELOR,BACHELOR,MALE,FINANCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,75000
0.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,OTHER,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,FATHER ONLY,4.0,SLGHTLY CONSERVATIVE,60000
6.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,LIBERAL ARTS,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,60000
4.0,BACHELOR,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,ENGLISH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
2.0,BACHELOR,GRADUATE,BACHELOR,FEMALE,MATHMATICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,170000
1.0,BACHELOR,GRADUATE,GRADUATE,MALE,Television/Film,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,35000
1.0,GRADUATE,GRADUATE,GRADUATE,MALE,MUSIC,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,40000
5.0,JUNIOR COLLEGE,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,Fashion,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,30000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,LT HIGH SCHOOL,MALE,SOCIOLOGY,High School diploma,MOTHER,NEITHER IN U.S,4.0,LIBERAL,50000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,MALE,GENERAL STUDIES,High School diploma,MOTHER & FATHER,NOT FATHER;MO.DK,4.0,MODERATE,3000
4.0,BACHELOR,LT HIGH SCHOOL,HIGH SCHOOL,MALE,FINANCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,90000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,ECONOMICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,75000
2.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,ECONOMICS,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,50000
3.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,Television/Film,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,6000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,40000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,FEMALE RELATIVE,BOTH IN U.S,ALL IN U.S,MODERATE,4000
2.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,110000
0.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,2.0,SLGHTLY CONSERVATIVE,170000
1.0,GRADUATE,GRADUATE,HIGH SCHOOL,MALE,ENGINEERING,High School diploma,M AND F RELATIVES,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,50000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,MOTHER,FATHER ONLY,2.0,MODERATE,60000
7.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Television/Film,High School diploma,MOTHER & STPFATHER,NEITHER IN U.S,4.0,MODERATE,30000
2.0,BACHELOR,GRADUATE,BACHELOR,MALE,MARKETING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,1
1.0,GRADUATE,GRADUATE,HIGH SCHOOL,FEMALE,BIOLOGY,Other,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,130000
2.0,BACHELOR,JUNIOR COLLEGE,HIGH SCHOOL,MALE,Television/Film,High School diploma,MOTHER & FATHER,MOTHER ONLY,2.0,LIBERAL,15000
5.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,35000
1.0,GRADUATE,GRADUATE,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,75000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BIOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,12500
0.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,22500
2.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,EDUCATION,Other,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,60000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,GRADUATE,MALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,75000
2.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,90000
4.0,BACHELOR,BACHELOR,JUNIOR COLLEGE,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,170000
0.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,ARCHITECTURE,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
2.0,GRADUATE,HIGH SCHOOL,BACHELOR,FEMALE,SOCIAL WORK,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,60000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,ENGLISH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
1.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,110000
2.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,MODERATE,75000
2.0,GRADUATE,GRADUATE,HIGH SCHOOL,MALE,Urban and Regional Planning,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,75000
1.0,GRADUATE,BACHELOR,HIGH SCHOOL,MALE,EDUCATION,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,MODERATE,17500
4.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,ART,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,25000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,THEATER ARTS,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
3.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,MEDICINE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,170000
3.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,25000
2.0,BACHELOR,GRADUATE,GRADUATE,FEMALE,Child/Human/Family Development,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,MODERATE,4000
4.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,35000
4.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,SOCIOLOGY,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
1.0,BACHELOR,GRADUATE,GRADUATE,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,30000
2.0,GRADUATE,GRADUATE,GRADUATE,FEMALE,OTHER,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,40000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,Public Relations,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,50000
3.0,JUNIOR COLLEGE,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,NURSING,High School diploma,M AND F RELATIVES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,75000
1.0,GRADUATE,BACHELOR,LT HIGH SCHOOL,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,170000
1.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,170000
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,FATHER,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,40000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,BIOLOGY,High School diploma,MOTHER,FATHER ONLY,2.0,CONSERVATIVE,35000
3.0,BACHELOR,GRADUATE,BACHELOR,MALE,MATHMATICS,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,10000
1.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,FINANCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,75000
1.0,GRADUATE,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,170000
4.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,FATHER & STPMOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,75000
2.0,GRADUATE,GRADUATE,JUNIOR COLLEGE,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,170000
1.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,MALE,HISTORY,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,SLGHTLY CONSERVATIVE,50000
3.0,BACHELOR,GRADUATE,HIGH SCHOOL,FEMALE,Social Sciences,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,MODERATE,25000
4.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,110000
2.0,GRADUATE,GRADUATE,HIGH SCHOOL,MALE,MUSIC,Other,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,50000
2.0,BACHELOR,GRADUATE,BACHELOR,MALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,35000
1.0,GRADUATE,GRADUATE,GRADUATE,FEMALE,MEDICINE,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,LIBERAL,7000
2.0,BACHELOR,GRADUATE,GRADUATE,MALE,HISTORY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,40000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,8000
4.0,GRADUATE,BACHELOR,GRADUATE,FEMALE,MARKETING,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,MODERATE,75000
0.0,GRADUATE,GRADUATE,GRADUATE,MALE,Environmental Science/Ecology,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,17500
2.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,MALE,COMPUTER SCIENCE,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,30000
2.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,SOCIAL WORK,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,75000
1.0,GRADUATE,GRADUATE,GRADUATE,FEMALE,LAW,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,170000
2.0,GRADUATE,GRADUATE,BACHELOR,FEMALE,MEDICINE,High School diploma,OTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,170000
0.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,170000
1.0,JUNIOR COLLEGE,JUNIOR COLLEGE,BACHELOR,MALE,MATHMATICS,High School diploma,MOTHER & FATHER,MOTHER ONLY,2.0,MODERATE,4000
2.0,GRADUATE,GRADUATE,GRADUATE,MALE,COMPUTER SCIENCE,Other,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,130000
3.0,BACHELOR,GRADUATE,BACHELOR,MALE,PHILOSOPHY,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,15000
2.0,BACHELOR,GRADUATE,LT HIGH SCHOOL,MALE,COMPUTER SCIENCE,Other,OTHER,BOTH IN U.S,1.0,MODERATE,50000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,FEMALE,HEALTH,High School diploma,FEMALE RELATIVE,BOTH IN U.S,ALL IN U.S,MODERATE,15000
4.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,COMMUNICATIONS/SPEECH,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,110000
3.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,BIOLOGY,High School diploma,MOTHER,NEITHER IN U.S,4.0,MODERATE,50000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,GEOGRAPHY,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,90000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,90000
1.0,BACHELOR,GRADUATE,HIGH SCHOOL,MALE,JOURNALISM,GED,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,7000
0.0,GRADUATE,BACHELOR,GRADUATE,FEMALE,MEDICINE,High School diploma,MOTHER & FATHER,MOTHER ONLY,2.0,SLGHTLY CONSERVATIVE,50000
2.0,GRADUATE,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,MODERATE,60000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,Information technology,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,90000
2.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,22500
1.0,GRADUATE,BACHELOR,HIGH SCHOOL,MALE,COMPUTER SCIENCE,Other,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,5000
3.0,JUNIOR COLLEGE,JUNIOR COLLEGE,HIGH SCHOOL,MALE,GENERAL SCIENCES,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,20000
0.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,50000
5.0,BACHELOR,GRADUATE,BACHELOR,FEMALE,SOCIAL WORK,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,6000
0.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,PHYSICAL EDUCATION,High School diploma,MOTHER & STPFATHER,NEITHER IN U.S,4.0,LIBERAL,20000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,60000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,EDUCATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,22500
8.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,4000
11.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,4.0,EXTREMELY LIBERAL,10000
0.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,FATHER ONLY,2.0,EXTREMELY LIBERAL,22500
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,25000
2.0,JUNIOR COLLEGE,BACHELOR,BACHELOR,FEMALE,EDUCATION,High School diploma,M AND F RELATIVES,BOTH IN U.S,ALL IN U.S,MODERATE,40000
5.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,MODERATE,6000
7.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BIOLOGY,High School diploma,MOTHER,BOTH IN U.S,3.0,MODERATE,10000
2.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,MALE,CHEMISTRY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,75000
6.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,OTHER,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
